Main document class|First main dir|Second main dir|The rest of main dirs|Filename|Use count (%)
svjour3|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.misc.code.tex|0.035
iosart1c|texmf-dist|fonts|tfm/public/cm|cmsy6.tfm|0.035
elsarticle|texmf-dist|tex|latex/calrsfs|calrsfs.sty|0.035
revtex4-1|texmf-dist|tex|latex/pgf/utilities|pgffor.sty|0.035
svjour3|texmf-dist|tex|latex/base|ot1enc.def|0.035
siamltex|texmf-dist|fonts|type1/public/amsfonts/cm|cmr10.pfb|0.035
revtex4-1|texmf-dist|tex|generic/pgf/systemlayer|pgfsys.code.tex|0.035
scrartcl|texmf-dist|fonts|tfm/jknappen/ec|ecrm0800.tfm|0.035
elsart3p|texmf-dist|fonts|tfm/public/latex-fonts|lasyb10.tfm|0.035
amsart|texmf-dist|fonts|tfm/adobe/times|zptmcmr.tfm|0.035
revtex4-1|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathprocessing.code.tex|0.035
amsart|texmf-dist|tex|latex/jknapltx|young.sty|0.035
report|texmf-dist|tex|latex/amsmath|amsopn.sty|0.035
revtex4-1|texmf-dist|tex|generic/pgf/basiclayer|pgfcoretransparency.code.tex|0.035
revtex4|texmf-dist|fonts|tfm/public/bbold|bbold6.tfm|0.035
elsart|texmf-dist|tex|latex/relsize|relsize.sty|0.035
amsart|texmf-dist|fonts|tfm/public/fourier|futrc8t.tfm|0.035
amsart|texmf-dist|fonts|tfm/public/pxfonts|pxmi.tfm|0.035
svjour3|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.symbols.code.tex|0.035
revtex4-1|texmf-dist|tex|generic/pgf/basiclayer|pgfcoregraphicstate.code.tex|0.035
elsart3p|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy5.tfm|0.035
revtex4|texmf-dist|tex|latex/amsfonts|eucal.sty|0.035
iosart1c|texmf-dist|fonts|tfm/public/cm|cmr17.tfm|0.035
elsart|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy7.pfb|0.035
revtex4-1|texmf-dist|tex|generic/pgf/basiclayer|pgfcoretransformations.code.tex|0.035
article|texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolS8.tfm|0.035
article|texmf-dist|tex|latex/csquotes|csquotes.def|0.035
elsart|texmf-dist|fonts|tfm/public/cm|cmtt9.tfm|0.035
revtex4-1|texmf-dist|tex|latex/pgf/basiclayer|pgf.sty|0.035
aastex|texmf-dist|tex|latex/tools|longtable.sty|0.035
revtex4-1|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathconstruct.code.tex|0.035
jaise2e|texmf-dist|fonts|type1/urw/times|utmb8a.pfb|0.035
amsart|texmf-dist|fonts|enc/dvips/lm|lm-ec.enc|0.035
siamltex|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy7.pfb|0.035
elsarticle|texmf-dist|fonts|enc/dvips/mnsymbol|MnSymbolC.enc|0.035
report|texmf-dist|tex|latex/graphics|keyval.sty|0.034
siamltex|texmf-dist|tex|latex/base|ulasy.fd|0.034
bmcart|texmf-dist|tex|latex/multirow|multirow.sty|0.034
article|texmf-dist|fonts|tfm/jknappen/ec|tcrm0800.tfm|0.034
iosart2c|texmf-dist|tex|latex/graphics|dvipsnam.def|0.034
elsarticle|texmf-dist|fonts|type1/public/rsfs|rsfs7.pfb|0.034
elsart|texmf-dist|fonts|type1/public/amsfonts/cm|cmr9.pfb|0.034
revtex4|texmf-dist|fonts|tfm/jknappen/ec|ecrm0500.tfm|0.034
article|texmf-dist|fonts|type1/public/lm|lmr9.pfb|0.034
elsarticle|texmf-dist|fonts|type1/public/cm-super|sfbi1000.pfb|0.034
svjour2|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib8.tfm|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmsy10.tfm|0.034
elsart5p|texmf-dist|tex|latex/amsmath|amsbsy.sty|0.034
siamltex|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx10.pfb|0.034
bmc_article|texmf-dist|fonts|tfm/public/cm|cmti7.tfm|0.034
elsart5p|texmf-dist|tex|latex/amsmath|amsgen.sty|0.034
letter|texmf-dist|fonts|tfm/public/cm|cmmi12.tfm|0.034
svjour2|texmf-dist|tex|latex/tools|dcolumn.sty|0.034
amsart|texmf-dist|tex|latex/footmisc|footmisc.sty|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmr12.tfm|0.034
siamltex|texmf-dist|tex|generic/oberdiek|ifluatex.sty|0.034
siamltex|texmf-dist|tex|generic/oberdiek|pdftexcmds.sty|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmr6.tfm|0.034
svjour3|texmf-dist|tex|latex/pict2e|p2e-dvips.def|0.034
aastex|texmf-dist|fonts|type1/public/amsfonts/cm|cmti12.pfb|0.034
article|texmf-dist|fonts|tfm/public/lm|rm-lmri10.tfm|0.034
elsart3p|texmf-dist|tex|generic/babel|babel.def|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmsy6.tfm|0.034
svjour2|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy8.tfm|0.034
amsart|texmf-dist|fonts|tfm/public/pxfonts|pxex.tfm|0.034
jaise2e|texmf-dist|tex|latex/natbib|natbib.sty|0.034
apa|texmf-dist|tex|latex/tools|bm.sty|0.034
svjour|texmf-dist|tex|latex/base|latin1.def|0.034
siamltex|texmf-dist|fonts|type1/public/amsfonts/cm|cmti10.pfb|0.034
svjour3|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.code.tex|0.034
elsart3-1|texmf-dist|tex|generic/xypic|xyframe.tex|0.034
article|texmf-dist|tex|generic/pgf/libraries/decorations|pgflibrarydecorations.shapes.code.tex|0.034
siamltex|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx8.pfb|0.034
kluwer|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|0.034
svjour2|texmf-dist|fonts|tfm/public/rsfs|rsfs5.tfm|0.034
amsart|texmf-dist|tex|latex/fmtcount|fcprefix.sty|0.034
ltxguide|texmf-dist|tex|latex/base|size10.clo|0.034
amsart|texmf-dist|fonts|tfm/public/ae|aer12.tfm|0.034
svjour3|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarydecorations.pathreplacing.code.tex|0.034
elsart3p|texmf-dist|tex|generic/babel|babel.sty|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmsy8.tfm|0.034
ieeetran|texmf-dist|tex|latex/algorithms|algorithmic.sty|0.034
siamltex|texmf-dist|fonts|tfm/public/cm|cmti7.tfm|0.034
article|texmf-dist|tex|latex/mathtools|empheq.sty|0.034
apa|texmf-dist|tex|latex/base|article.cls|0.034
apa|texmf-dist|tex|latex/apacite|apacite.sty|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmmi12.tfm|0.034
amsart|texmf-dist|tex|generic/pictex|pictex.tex|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmr9.tfm|0.034
ltxguide|texmf-var|web2c|pdftex|latex.fmt|0.034
scrartcl|texmf-dist|tex|latex/natbib|natbib.sty|0.034
llncs|texmf-dist|tex|latex/base|makeidx.sty|0.034
amsproc|texmf-dist|tex|latex/geometry|geometry.sty|0.034
kluwer|texmf-dist|fonts|tfm/public/cm|cmbx10.tfm|0.034
ieeetran|texmf-dist|fonts|tfm/public/cm|cmr17.tfm|0.034
elsarticle|texmf-dist|fonts|tfm/adobe/helvetic|phvr8t.tfm|0.034
svjour3|texmf-dist|tex|latex/etoolbox|etoolbox.sty|0.034
solarphysics|texmf-dist|tex|generic/oberdiek|atbegshi.sty|0.034
siamltex|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|0.034
revtex4|texmf-dist|tex|latex/mh|mhsetup.sty|0.034
elsart5p|texmf-dist|tex|latex/amsmath|amsmath.sty|0.034
amsart|texmf-dist|tex|latex/oberdiek|pdflscape.sty|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmbx12.tfm|0.034
svjour3|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarypositioning.code.tex|0.034
amsart|texmf-dist|tex|latex/l3packages/xparse|xparse.sty|0.034
scrartcl|texmf-dist|fonts|tfm/jknappen/ec|ecrm1440.tfm|0.034
amsart|texmf-dist|tex|latex/euler|euler.sty|0.034
elsarticle|texmf-dist|fonts|enc/dvips/mnsymbol|MnSymbolE.enc|0.034
iopart|texmf-var|web2c|pdftex|latex.fmt|0.034
iosart1c|texmf-dist|tex|latex/graphics|graphicx.sty|0.034
bmcart|texmf-dist|fonts|tfm/public/cm|cmssi10.tfm|0.034
apa|texmf-dist|tex|latex/apacite|english.apc|0.034
svjour2|texmf-dist|tex|latex/jknapltx|ursfs.fd|0.034
revtex4-1|texmf-dist|fonts|tfm/jknappen/ec|ecti1000.tfm|0.034
svjour2|texmf-dist|tex|latex/oberdiek|epstopdf.sty|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmti10.tfm|0.034
revtex4-1|texmf-dist|fonts|enc/dvips/base|8r.enc|0.034
amsart|texmf-dist|tex|latex/braket|braket.sty|0.034
siamltex|texmf-dist|fonts|type1/public/amsfonts/symbols|msbm10.pfb|0.034
apa|texmf-dist|tex|latex/apa|apa.cls|0.034
elsart5p|texmf-dist|tex|latex/amsmath|amstext.sty|0.034
siamltex|texmf-dist|tex|generic/oberdiek|kvsetkeys.sty|0.034
revtex4|texmf-dist|fonts|tfm/public/wasy|wasy5.tfm|0.034
amsart|texmf-dist|fonts|tfm/public/pxfonts|pxsy.tfm|0.034
apa|texmf-dist|tex|latex/apa|english.apa|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmtt10.tfm|0.034
ieeetran|texmf-dist|fonts|tfm/public/rsfs|rsfs5.tfm|0.034
ieeetran|texmf-dist|fonts|tfm/public/rsfs|rsfs10.tfm|0.034
iosart1c|texmf-dist|tex|latex/natbib|natbib.sty|0.034
llncs|texmf-dist|tex|generic/pgf/systemlayer|pgfsys-dvips.def|0.034
elsart|texmf-dist|fonts|type1/public/amsfonts/cm|cmti9.pfb|0.034
svjour3|texmf-dist|fonts|tfm/public/cm|cmssbx10.tfm|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmmi8.tfm|0.034
aicom2e|texmf-dist|tex|latex/multirow|multirow.sty|0.034
elsart|texmf-dist|fonts|type1/public/amsfonts/cm|cmsl9.pfb|0.034
llncs|texmf-dist|fonts|tfm/public/cm|cmti8.tfm|0.034
siamltex|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|0.034
elsarticle|texmf-dist|fonts|type1/public/txfonts|rtcxr.pfb|0.034
revtex4|texmf-dist|tex|latex/mh|mathtools.sty|0.034
apa|texmf-dist|fonts|map/fontname|texfonts.map|0.034
elsart5p|texmf-dist|tex|latex/amsmath|amsopn.sty|0.034
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmss17.pfb|0.034
ieeetran|texmf-dist|tex|latex/jknapltx|ursfs.fd|0.034
amsart|texmf-dist|tex|latex/fmtcount|fcnumparser.sty|0.034
llncs|texmf-dist|tex|latex/preprint|fullpage.sty|0.034
article|texmf-dist|tex|latex/tools|thb.sty|0.034
siamltex|texmf-dist|tex|latex/base|latexsym.sty|0.034
revtex4|texmf-dist|tex|generic/xypic|xycurve.tex|0.034
solarphysics|texmf-dist|tex|generic/oberdiek|ifvtex.sty|0.034
svjour3|texmf-dist|fonts|vf/adobe/times|ptmrc7t.vf|0.034
siamltex|texmf-dist|fonts|tfm/public/latex-fonts|lasy5.tfm|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmr17.tfm|0.034
siamltex|texmf-dist|tex|generic/oberdiek|etexcmds.sty|0.034
siamltex|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|0.034
svjour2|texmf-dist|tex|latex/jknapltx|mathrsfs.sty|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmr8.tfm|0.034
revtex4|texmf-dist|fonts|tfm/public/bbold|bbold7.tfm|0.034
article|texmf-dist|tex|plain/amsfonts|cyracc.def|0.034
elsart|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx9.pfb|0.034
svjour3|texmf-dist|tex|latex/enumitem|enumitem.sty|0.034
article|texmf-dist|doc|latex/umthesis|conclusion.tex|0.034
ltxguide|texmf-dist|fonts|tfm/public/cm|cmmi6.tfm|0.034
siamltex|texmf-dist|tex|latex/graphics-cfg|color.cfg|0.034
article|texmf-dist|fonts|tfm/jknappen/ec|ecss1000.tfm|0.034
elsart5p|texmf-dist|fonts|tfm/public/amsfonts/symbols|msam5.tfm|0.033
elsarticle|texmf-dist|fonts|tfm/public/yhmath|yhcmex10.tfm|0.033
elsarticle|texmf-dist|fonts|type1/urw/palatino|uplb8a.pfb|0.033
elsarticle|texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolB-Bold6.tfm|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|0.033
elsart3-1|texmf-dist|tex|generic/xypic|xy.sty|0.033
aicom2e|texmf-dist|fonts|enc/dvips/base|8r.enc|0.033
aicom2e|texmf-dist|fonts|tfm/adobe/times|ptmr8r.tfm|0.033
elsarticle|texmf-dist|fonts|type1/public/lm|lmsy5.pfb|0.033
solarphysics|texmf-dist|tex|latex/rotating|rotating.sty|0.033
elsarticle|texmf-dist|tex|latex/cyrillic|ot2enc.def|0.033
amsart|texmf-dist|tex|latex/lipsum|lipsum.sty|0.033
aicom2e|texmf-dist|fonts|vf/adobe/times|ptmb7t.vf|0.033
scrartcl|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|0.033
amsart|texmf-dist|tex|generic/pgfplots/util|pgfplotsutil.verb.code.tex|0.033
aicom2e|texmf-dist|fonts|tfm/public/cm|cmti9.tfm|0.033
ltxguide|texmf-dist|tex|latex/base|omscmr.fd|0.033
elsart5p|texmf-dist|fonts|tfm/public/amsfonts/symbols|msbm10.tfm|0.033
amsart|texmf-dist|tex|generic/pgf/libraries|pgflibraryfpu.code.tex|0.033
scrartcl|texmf-dist|tex|latex/base|latexsym.sty|0.033
svjour3|texmf-dist|tex|latex/appendix|appendix.sty|0.033
elsarticle|texmf-dist|fonts|type1/public/lm|lmtt10.pfb|0.033
revtex4|texmf-dist|fonts|tfm/public/xypic|xycmbt10.tfm|0.033
elsarticle|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryscopes.code.tex|0.033
solarphysics|texmf-dist|tex|latex/lineno|lineno.sty|0.033
apa|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy8.tfm|0.033
revtex4|texmf-dist|fonts|tfm/public/xypic|xycmat10.tfm|0.033
amsart|texmf-dist|fonts|type1/public/doublestroke|dsrom10.pfb|0.033
amsart|texmf-dist|fonts|tfm/public/lm|rm-lmri7.tfm|0.033
elsarticle|texmf-dist|fonts|tfm/public/lm|rm-lmss8.tfm|0.033
elsart5p|texmf-dist|tex|latex/elsevier|elsart.cls|0.033
article|texmf-dist|tex|latex/subfloat|subfloat.sty|0.033
revtex4-1|texmf-dist|tex|latex/braket|braket.sty|0.033
elsarticle|texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolF-Bold6.tfm|0.033
article|texmf-dist|tex|latex/thmtools|thm-patch.sty|0.033
article|texmf-dist|fonts|tfm/public/ae|aett10.tfm|0.033
scrartcl|texmf-dist|fonts|tfm/jknappen/ec|ecsx2074.tfm|0.033
elsart|texmf-dist|tex|latex/algorithm2e|algorithm2e.sty|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmmi8.tfm|0.033
apa|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy6.tfm|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmbsy10.tfm|0.033
scrartcl|texmf-dist|tex|generic/babel-english|english.ldf|0.033
revtex4|texmf-dist|tex|latex/etex-pkg|etex.sty|0.033
article|texmf-dist|tex|latex/thmtools|thm-restate.sty|0.033
article|texmf-dist|tex|latex/microtype|mt-euf.cfg|0.033
aicom2e|texmf-dist|fonts|type1/urw/times|utmr8a.pfb|0.033
article|texmf-dist|fonts|type1/public/lm|lmr17.pfb|0.033
elsart|texmf-dist|tex|latex/txfonts|utxsya.fd|0.033
apa|texmf-dist|tex|latex/graphics|trig.sty|0.033
revtex4|texmf-dist|tex|generic/xypic|xygraph.tex|0.033
elsart1p|texmf-dist|tex|latex/base|inputenc.sty|0.033
elsart5p|texmf-dist|fonts|tfm/public/amsfonts/symbols|msbm7.tfm|0.033
aicom2e|texmf-dist|fonts|type1/urw/times|utmri8a.pfb|0.033
elsart|texmf-dist|fonts|tfm/adobe/courier|pcrr7t.tfm|0.033
aicom2e|texmf-dist|fonts|vf/adobe/times|ptmri7t.vf|0.033
solarphysics|texmf-dist|tex|latex/amsmath|amsmath.sty|0.033
amsart|texmf-dist|tex|generic/pgfplots|pgfplots.scaling.code.tex|0.033
elsarticle|texmf-dist|tex|latex/tabulary|tabulary.sty|0.033
scrartcl|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy10.pfb|0.033
svmult|texmf-dist|tex|latex/graphics|keyval.sty|0.033
amsart|texmf-dist|tex|generic/pgfplots/sys|pgfplotssysgeneric.code.tex|0.033
elsart5p|texmf-dist|tex|latex/amsfonts|amsfonts.sty|0.033
elsart5p|texmf-dist|fonts|tfm/public/amsfonts/symbols|msam10.tfm|0.033
elsart5p|texmf-dist|fonts|tfm/public/amsfonts/symbols|msbm5.tfm|0.033
solarphysics|texmf-dist|fonts|enc/dvips/base|8r.enc|0.033
siamltex|texmf-dist|tex|generic/oberdiek|ifpdf.sty|0.033
iosart2c|texmf-dist|tex|generic/xkeyval|xkeyval.tex|0.033
revtex4|texmf-dist|tex|generic/xypic|xycmtip.tex|0.033
scrartcl|texmf-dist|tex|latex/base|ulasy.fd|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmbx6.tfm|0.033
article|texmf-dist|fonts|tfm/public/lm|ec-lmtt10.tfm|0.033
revtex4-1|texmf-dist|tex|latex/booktabs|booktabs.sty|0.033
amsart|texmf-dist|fonts|tfm/public/ae|aeti9.tfm|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmbx8.tfm|0.033
elsart5p|texmf-dist|tex|latex/amsfonts|umsa.fd|0.033
apa|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib6.tfm|0.033
svjour3|texmf-dist|tex|latex/pst-node|pst-node.sty|0.033
revtex4|texmf-dist|tex|generic/xypic|xytips.tex|0.033
revtex4|texmf-dist|tex|generic/xypic|xyall.tex|0.033
elsarticle|texmf-dist|tex|latex/vmargin|vmargin.sty|0.033
elsarticle|texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolA-Bold6.tfm|0.033
article|texmf-dist|tex|latex/thmtools|aliasctr.sty|0.033
amsart|texmf-dist|tex|generic/pgfplots|pgfplots.markers.code.tex|0.033
amsart|texmf-dist|fonts|enc/dvips/lm|lm-mathex.enc|0.033
svjour3|texmf-dist|doc|generic/FAQ-en|faq-intro.tex|0.033
amsart|texmf-dist|tex|generic/pgfplots/util|pgfplotscolor.code.tex|0.033
elsart|texmf-dist|fonts|tfm/public/txfonts|txsya.tfm|0.033
amsart|texmf-dist|tex|generic/pgfplots|pgfplotsmeshplothandler.code.tex|0.033
elsarticle|texmf-dist|tex|latex/mciteplus|mciteplus.sty|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmsy8.tfm|0.033
aicom2e|texmf-dist|fonts|vf/adobe/times|ptmr7t.vf|0.033
article|texmf-dist|tex|latex/easy|easy.sty|0.033
ltxguide|texmf-dist|fonts|tfm/public/cm|cmcsc10.tfm|0.033
jaise2e|texmf-dist|tex|latex/url|url.sty|0.033
revtex4|texmf-dist|fonts|tfm/public/xypic|xylubt10.tfm|0.033
iosart1c|texmf-dist|tex|latex/oberdiek|kvoptions.sty|0.033
revtex4|texmf-dist|tex|generic/xypic|xycolor.tex|0.033
elsarticle|texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolE-Bold6.tfm|0.033
amsart|texmf-dist|fonts|type1/urw/palatino|uplri8a.pfb|0.033
amsart|texmf-dist|tex|latex/algorithmicx|algorithmicx.sty|0.033
ltxguide|texmf-dist|tex|latex/tools|trace.sty|0.033
amsart|texmf-dist|tex|generic/pgfplots/liststructure|pgfplotsmatrix.code.tex|0.033
amsart|texmf-dist|tex|generic/pgfplots|pgfplots.errorbars.code.tex|0.033
elsarticle|texmf-dist|tex|latex/tools|delarray.sty|0.033
iosart2c|texmf-dist|tex|latex/xkeyval|xkeyval.sty|0.033
amsart|texmf-dist|tex|latex/psnfss|omsppl.fd|0.033
llncs|texmf-dist|tex|generic/pgf/systemlayer|pgfsys-common-postscript.def|0.033
elsart|texmf-dist|tex|latex/psnfss|ot1pcr.fd|0.033
elsarticle|texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolC-Bold6.tfm|0.033
apa|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib8.tfm|0.033
article|texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolS5.tfm|0.033
revtex4|texmf-dist|fonts|tfm/jknappen/ec|ecti0600.tfm|0.033
amsart|texmf-dist|fonts|type1/public/lm|lmbx10.pfb|0.033
iosart1c|texmf-dist|tex|latex/psnfss|t1ptm.fd|0.033
amsart|texmf-dist|tex|generic/pgfplots|pgfplots.paths.code.tex|0.033
jaise2e|texmf-dist|tex|latex/endnotes|endnotes.sty|0.033
revtex4-1|texmf-dist|fonts|tfm/public/cm|cmssbx10.tfm|0.033
elsarticle|texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolD-Bold6.tfm|0.033
revtex4|texmf-dist|tex|generic/xypic|xyrotate.tex|0.033
article|texmf-dist|tex|latex/thmtools|parseargs.sty|0.033
solarphysics|texmf-dist|tex|latex/tools|enumerate.sty|0.033
ltxguide|texmf-dist|fonts|tfm/public/cm|cmtt9.tfm|0.033
apa|texmf-dist|tex|latex/graphics|graphics.sty|0.033
elsart5p|texmf-dist|tex|latex/elsevier|elsart5p.cls|0.033
elsart|texmf-dist|fonts|tfm/public/txfonts|txsyb.tfm|0.033
amsart|texmf-dist|fonts|type1/public/lm|lmex10.pfb|0.033
aicom2e|texmf-dist|fonts|tfm/adobe/times|ptmri8r.tfm|0.033
elsarticle|texmf-dist|tex|latex/truncate|truncate.sty|0.033
report|texmf-dist|tex|latex/amsfonts|amssymb.sty|0.033
solarphysics|texmf-dist|tex|latex/amsmath|amsopn.sty|0.033
amsart|texmf-dist|tex|generic/pgfplots|pgfplotsplothandlers.code.tex|0.033
revtex4|texmf-dist|fonts|type1/public/cm-super|sfrm1000.pfb|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmr6.tfm|0.033
elsarticle|texmf-dist|tex|latex/yhmath|OMXyhex.fd|0.033
siamltex|texmf-dist|fonts|type1/public/amsfonts/cm|cmcsc10.pfb|0.033
article|texmf-dist|tex|latex/thmtools|thm-autoref.sty|0.033
apa|texmf-dist|tex|latex/graphics|graphicx.sty|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmr8.tfm|0.033
report|texmf-dist|tex|latex/graphics|dvips.def|0.033
aicom2e|texmf-dist|fonts|type1/urw/times|utmb8a.pfb|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmsy6.tfm|0.033
paper|texmf-dist|tex|latex/paper|paper.cls|0.033
amsart|texmf-dist|fonts|type1/urw/palatino|uplb8a.pfb|0.033
elsarticle|texmf-dist|fonts|type1/public/amsfonts/latxfont|lcircle1.pfb|0.033
article|texmf-dist|tex|latex/thmtools|thm-kv.sty|0.033
iosart1c|texmf-dist|fonts|tfm/public/cm|cmr12.tfm|0.033
elsart5p|texmf-dist|fonts|tfm/public/amsfonts/symbols|msam7.tfm|0.033
elsarticle|texmf-dist|tex|plain/amsfonts|amssym.def|0.033
elsart5p|texmf-dist|tex|latex/amsfonts|amssymb.sty|0.033
amsart|texmf-dist|tex|generic/pgfplots/util|pgfplotsbinary.data.code.tex|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmmi6.tfm|0.033
apa|texmf-dist|fonts|tfm/public/cm|cmsy10.tfm|0.033
amsart|texmf-dist|fonts|type1/urw/palatino|uplr8a.pfb|0.033
ltxguide|texmf-dist|fonts|tfm/public/cm|cmti12.tfm|0.033
elsarticle|texmf-dist|fonts|enc/dvips/mnsymbol|MnSymbolD.enc|0.033
elsart5p|texmf-dist|tex|latex/amsfonts|umsb.fd|0.033
article|texmf-dist|fonts|tfm/adobe/times|ptmbc7t.tfm|0.033
aicom2e|texmf-dist|fonts|tfm/adobe/times|ptmb8r.tfm|0.033
jaise2e|texmf-dist|fonts|tfm/adobe/courier|pcrr8t.tfm|0.033
article|texmf-dist|tex|latex/thmtools|thm-listof.sty|0.033
jhep3|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|0.033
revtex4|texmf-dist|fonts|tfm/public/xypic|xyluat10.tfm|0.033
elsart|texmf-dist|tex|latex/txfonts|utxsyb.fd|0.033
scrartcl|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|0.033
apa|texmf-dist|tex|latex/graphics|keyval.sty|0.033
siamltex|texmf-dist|fonts|tfm/public/cm|cmr9.tfm|0.033
elsarticle|texmf-dist|fonts|tfm/public/pxfonts|pxmi.tfm|0.033
article|texmf-dist|tex|latex/thmtools|thmtools.sty|0.033
amsart|texmf-dist|tex|latex/algorithmicx|algpseudocode.sty|0.033
jaise2e|texmf-dist|tex|latex/psnfss|t1pcr.fd|0.033
revtex4|texmf-dist|tex|generic/xypic|xyline.tex|0.033
elsart|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi9.pfb|0.033
paper|texmf-dist|tex|latex/amsmath|amsmath.sty|0.031
elsart5p|texmf-dist|fonts|tfm/public/cm|cmmi9.tfm|0.031
elsart|texmf-dist|tex|latex/tools|indentfirst.sty|0.031
scrartcl|texmf-dist|fonts|type1/public/amsfonts/cm|cmr10.pfb|0.031
smfart|texmf-dist|fonts|tfm/public/cm|cmbx10.tfm|0.031
amsproc|texmf-dist|tex|generic/oberdiek|pdfescape.sty|0.031
apa|texmf-dist|tex|latex/latexconfig|graphics.cfg|0.031
amsproc|texmf-dist|tex|latex/oberdiek|hycolor.sty|0.031
article|texmf-dist|tex|latex/marginnote|marginnote.sty|0.031
letter|texmf-dist|fonts|tfm/public/amsfonts/symbols|msam7.tfm|0.031
scrartcl|texmf-dist|tex|latex/tools|calc.sty|0.031
amsproc|texmf-dist|tex|latex/oberdiek|xcolor-patch.sty|0.031
svjour2|texmf-dist|tex|latex/base|fontenc.sty|0.031
iosart1c|texmf-dist|tex|latex/amsmath|amsgen.sty|0.031
article|texmf-dist|tex|latex/txfonts|ot1txss.fd|0.031
ba|texmf-dist|tex|latex/latexconfig|color.cfg|0.031
elsart1p|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|0.031
solarphysics|texmf-dist|tex|generic/oberdiek|pdfescape.sty|0.031
elsarticle|texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolE-Bold8.tfm|0.031
paper|texmf-dist|tex|latex/amsmath|amsbsy.sty|0.031
article|texmf-dist|fonts|tfm/adobe/zapfchan|pzcmi8r.tfm|0.031
llncs|texmf-dist|fonts|type1/public/amsfonts/cm|cmr8.pfb|0.031
amsart|texmf-dist|tex|generic/pgfplots/oldpgfcompatib|pgfplotsoldpgfsupp_trig_format.code.tex|0.031
article|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarychains.code.tex|0.031
letter|texmf-dist|tex|latex/amsfonts|umsa.fd|0.031
