First main dir|Second main dir|The rest of main dirs|Filename|Use count (%)
texmf-dist|fonts|enc/dvips/tex-gyre|q-rm.enc|0.008
texmf-dist|tex|luatex/luatexbase|luatexbase.sty|0.008
texmf-dist|tex|luatex/luatexbase|luatexbase-modutils.sty|0.008
texmf-dist|tex|luatex/luatexbase|mcb.lua|0.008
texmf-dist|tex|cslatex/base|ntimes.sty|0.008
texmf-dist|fonts|tfm/jknappen/ec|ecss2074.tfm|0.008
texmf-dist|fonts|tfm/jknappen/ec|ecss2488.tfm|0.008
texmf-dist|fonts|type1/public/lm|lmmib5.pfb|0.008
texmf-dist|doc|latex/tikz-3dplot|tikz-3dplot_documentation_figures.tex|0.008
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryfolding.code.tex|0.008
texmf-dist|fonts|tfm/public/xypic|xyeubt11.tfm|0.008
texmf-dist|doc|latex/tudscr/doc/examples|evaluation.tex|0.008
texmf-dist|fonts|tfm/public/skaknew|SkakNew-Diagram.tfm|0.008
texmf-dist|tex|latex/datetime|dt-spanish.def|0.008
texmf-dist|tex|latex/hhtensor|hhtensor.sty|0.008
texmf-dist|tex|luatex/luatexbase|luatexbase-attr.sty|0.008
texmf-dist|tex|latex/graphics|dvipsone.def|0.008
texmf-dist|fonts|tfm/public/kpfonts|jkpsyb.tfm|0.008
texmf-dist|fonts|tfm/adobe/courier|pcrbo8t.tfm|0.008
texmf-dist|tex|latex/snapshot|snapshot.sty|0.008
texmf-dist|tex|latex/titlesec|ttlps.def|0.008
texmf-dist|fonts|tfm/mathdesign/mdput|mdputb8t.tfm|0.008
texmf-dist|fonts|tfm/public/lm|rm-lmssbx10.tfm|0.008
texmf-dist|fonts|tfm/public/ae|aeb10.tfm|0.008
texmf-dist|tex|latex/oberdiek|inputenx.sty|0.008
texmf-dist|tex|latex/hyperref|hluatex.def|0.008
texmf-dist|tex|latex/pst-circ|pst-circ.sty|0.008
texmf-dist|tex|luatex/luatexbase|cctb.lua|0.008
texmf-dist|fonts|tfm/public/newtx|ntxbmi7.tfm|0.008
texmf-dist|fonts|tfm/public/txfonts|t1xttsl.tfm|0.008
texmf-dist|tex|latex/psnfss|ts1pplx.fd|0.008
texmf-dist|source|latex/koma-script/doc/english|scrhack.tex|0.008
texmf-dist|tex|latex/stackengine|stackengine.sty|0.007
texmf-dist|tex|latex/frankenstein|tag.sto|0.007
texmf-dist|fonts|tfm/public/bera|fver8r.tfm|0.007
texmf-dist|tex|latex/beamer/translator/dicts/translator-theorem-dictionary|translator-theorem-dictionary-English.dict|0.007
texmf-dist|tex|latex/beamer|beamerbasercs.sty|0.007
texmf-dist|fonts|vf/public/pslatex|pcrr8tn.vf|0.007
texmf-dist|tex|latex/stix|stix.sty|0.007
texmf-dist|tex|latex/svninfo|svninfo.cfg|0.007
texmf-dist|tex|latex/beamer|beamerbaseoptions.sty|0.007
texmf-dist|doc|latex/proposal/examples/strep|methodology.tex|0.007
texmf-dist|fonts|tfm/adobe/ncntrsbk|pncrc7t.tfm|0.007
texmf-dist|tex|latex/vntex|t5cmtt.fd|0.007
texmf-dist|tex|latex/bera|bera.sty|0.007
texmf-dist|tex|latex/beamer/themes/font|beamerfontthemedefault.sty|0.007
texmf-dist|fonts|tfm/public/bbm|bbmtt8.tfm|0.007
texmf-dist|fonts|tfm/public/concmath-fonts|xccmi10.tfm|0.007
texmf-dist|tex|latex/stix|ls2stixex.fd|0.007
texmf-dist|fonts|type1/public/bera|fver8a.pfb|0.007
texmf-dist|tex|latex/beamer|beamerbaseframesize.sty|0.007
texmf-dist|fonts|tfm/public/fourier|futro8t.tfm|0.007
texmf-dist|fonts|tfm/jknappen/ec|ecxc1440.tfm|0.007
texmf-dist|tex|latex/beamer|beamerbasecompatibility.sty|0.007
texmf-dist|fonts|tfm/public/tipa|tipa8.tfm|0.007
texmf-dist|tex|latex/realboxes|realboxes.sty|0.007
texmf-dist|tex|latex/beamer|beamerbasemisc.sty|0.007
texmf-dist|fonts|tfm/jknappen/ec|ecbl1000.tfm|0.007
texmf-dist|tex|latex/biblatex-chicago-notes-df|biblatex-chicago.sty|0.007
texmf-dist|tex|latex/beamer/translator/dicts/translator-environment-dictionary|translator-environment-dictionary-English.dict|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputr7v.tfm|0.007
texmf-dist|tex|latex/standalone|standalone.sty|0.007
texmf-dist|tex|latex/beamer/translator/dicts/translator-months-dictionary|translator-months-dictionary-English.dict|0.007
texmf-dist|tex|latex/ctex/fontset|ctex-fontset-fandol.def|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathit.tfm|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputrmb.tfm|0.007
texmf-dist|tex|latex/beamer|beamerbaseboxes.sty|0.007
texmf-dist|doc|latex/confproc/example|exclasspre.tex|0.007
texmf-dist|fonts|tfm/public/bera|fvsb8t.tfm|0.007
texmf-dist|doc|latex/skak|syntax.tex|0.007
texmf-dist|tex|latex/beamer/translator/dicts/translator-numbers-dictionary|translator-numbers-dictionary-English.dict|0.007
texmf-dist|tex|latex/beamer|beamerbasesection.sty|0.007
texmf-dist|fonts|type1/hoekwater/stmaryrd|stmary7.pfb|0.007
texmf-dist|fonts|tfm/mathdesign/mdbch|mdbchb7y.tfm|0.007
texmf-dist|tex|latex/kpfonts|ot1jkp.fd|0.007
texmf-dist|tex|latex/beamer|beamerbaselocalstructure.sty|0.007
texmf-dist|doc|generic/dratex|Examples.tex|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdbch|mdbchb7y.tfm|0.007
texmf-dist|tex|latex/ucs/data|uni-3.def|0.007
texmf-dist|fonts|vf/public/bera|fvmb8t.vf|0.007
texmf-dist|fonts|type1/public/cm-super|sfsi1000.pfb|0.007
texmf-dist|tex|latex/biblatex/bbx|alphabetic.bbx|0.007
texmf-dist|fonts|tfm/public/dingbat|dingbat.tfm|0.007
texmf-dist|doc|fonts/malayalam/article|mmexp.tex|0.007
texmf-dist|tex|latex/frankenstein|newclude.sty|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathcal.tfm|0.007
texmf-dist|tex|latex/stix|ls2stixtt.fd|0.007
texmf-dist|fonts|vf/public/bera|fver8t.vf|0.007
texmf-dist|fonts|tfm/adobe/courier|pcrbo7t.tfm|0.007
texmf-dist|fonts|vf/public/ae|aett12.vf|0.007
texmf-dist|fonts|tfm/vntex/vnr|vnti10.tfm|0.007
texmf-dist|tex|latex/emptypage|emptypage.sty|0.007
texmf-dist|fonts|tfm/public/cmbright|cmbrmi8.tfm|0.007
texmf-dist|tex|latex/cmbright|ot1cmbr.fd|0.007
texmf-dist|fonts|tfm/public/misc|manfnt.tfm|0.007
texmf-dist|fonts|tfm/jknappen/ec|ecrb0900.tfm|0.007
texmf-dist|tex|latex/tkz-euclide|tkz-obj-sectors.tex|0.007
texmf-dist|tex|latex/aiaa|aiaa-tc.cls|0.007
texmf-dist|fonts|tfm/adobe/times|ptmbo8r.tfm|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathbbit.tfm|0.007
texmf-dist|tex|latex/ctex|ctexpatch.sty|0.007
texmf-dist|fonts|type1/public/amsfonts/euler|eurm5.pfb|0.007
texmf-dist|doc|context/manuals/reference/en|co-language.tex|0.007
texmf-dist|tex|latex/beamer|beamerbasefont.sty|0.007
texmf-dist|tex|latex/beamer/themes/color|beamercolorthemedefault.sty|0.007
texmf-dist|tex|latex/beamer|beamerbasetitle.sty|0.007
texmf-dist|doc|fonts/libertine|libertinetable_ts1.tex|0.007
texmf-dist|doc|latex/glossaries/samples|sampleacronyms.tex|0.007
texmf-dist|fonts|tfm/public/concmath-fonts|xccex10.tfm|0.007
texmf-dist|tex|latex/quotmark|quotmark.sty|0.007
texmf-dist|tex|latex/urwchancal|urwchancal.sty|0.007
texmf-dist|tex|latex/tkz-fct|tkz-fct.sty|0.007
texmf-dist|tex|latex/ctex/config|ctex-name-gbk.cfg|0.007
texmf-dist|tex|latex/zhnumber|zhnumber-gbk.cfg|0.007
texmf-dist|tex|latex/etextools|etextools.sty|0.007
texmf-dist|fonts|tfm/jknappen/ec|tcss1000.tfm|0.007
texmf-dist|doc|generic/pgf/text-en|pgfmanual-en-gd-overview.tex|0.007
texmf-dist|tex|latex/psnfss|mathpple.sty|0.007
texmf-dist|fonts|type1/public/tex-gyre|qplri.pfb|0.007
texmf-dist|tex|latex/beamer|beamerbasetranslator.sty|0.007
texmf-dist|doc|fonts/arev|prosper-text.tex|0.007
texmf-dist|fonts|type1/public/bera|fveb8a.pfb|0.007
texmf-dist|tex|latex/bera|beraserif.sty|0.007
texmf-dist|fonts|vf/adobe/palatino|pplbi8t.vf|0.007
texmf-dist|tex|latex/concmath|omxccex.fd|0.007
texmf-dist|fonts|type1/public/pl|plbx12.pfb|0.007
texmf-dist|fonts|tfm/public/cmbright|cmbrbs10.tfm|0.007
texmf-dist|tex|latex/beamer|beamerbasedecode.sty|0.007
texmf-dist|fonts|tfm/public/lm|ec-lmb10.tfm|0.007
texmf-dist|fonts|tfm/public/fourier|futbi8r.tfm|0.007
texmf-dist|tex|latex/ejpecp|ejpecp.cls|0.007
texmf-dist|fonts|tfm/adobe/palatino|zppler7y.tfm|0.007
texmf-dist|doc|latex/pmgraph|pmgraph.tex|0.007
texmf-dist|tex|latex/beamer/translator/dicts/translator-bibliography-dictionary|translator-bibliography-dictionary-English.dict|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputr7t.tfm|0.007
texmf-dist|fonts|tfm/vntex/vnr|vncsc10.tfm|0.007
texmf-dist|tex|latex/tools|fontsmpl.sty|0.007
texmf-dist|fonts|tfm/public/ifsym|ifgeo10.tfm|0.007
texmf-dist|fonts|type1/public/lm|lmb10.pfb|0.007
texmf-dist|tex|latex/stix|ls1stixbb.fd|0.007
texmf-dist|tex|latex/beamer|beamerbaseframecomponents.sty|0.007
texmf-dist|fonts|tfm/public/cs|csr7.tfm|0.007
texmf-dist|fonts|tfm/adobe/ncntrsbk|pncri8c.tfm|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputb8t.tfm|0.007
texmf-dist|tex|generic/rlepsf|rlepsf.tex|0.007
texmf-dist|tex|latex/titlefoot|titlefoot.sty|0.007
texmf-dist|tex|latex/beamer/themes/inner|beamerinnerthemedefault.sty|0.007
texmf-dist|tex|latex/psnfss|bookman.sty|0.007
texmf-dist|fonts|type1/public/bera|fvmb8a.pfb|0.007
texmf-dist|fonts|tfm/public/pl|plmi8.tfm|0.007
texmf-dist|fonts|tfm/public/concmath-fonts|xccsy5.tfm|0.007
texmf-dist|tex|latex/beamer/themes/theme|beamerthemedefault.sty|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathsfit.tfm|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathfrak.tfm|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputri8t.tfm|0.007
texmf-dist|fonts|tfm/public/latex-fonts|lcmssb8.tfm|0.007
texmf-dist|tex|latex/tikz-inet|tikz-inet.sty|0.007
texmf-dist|tex|latex/slantsc|slantsc.sty|0.007
texmf-dist|tex|latex/cprotect|cprotect.sty|0.007
texmf-dist|fonts|tfm/public/concmath-fonts|xccmi6.tfm|0.007
texmf-dist|fonts|type1/adobe/utopia|putbi8a.pfb|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputr8t.tfm|0.007
texmf-dist|tex|csplain/base|fonttabs.tex|0.007
texmf-dist|fonts|vf/public/ae|aess10.vf|0.007
texmf-dist|fonts|tfm/public/cs|csti8.tfm|0.007
texmf-dist|tex|latex/tkz-euclide|tkz-obj-polygons.tex|0.007
texmf-dist|fonts|tfm/public/pxfonts|pxbmi1.tfm|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputr7y.tfm|0.007
texmf-dist|fonts|type1/public/tex-gyre|qplb.pfb|0.007
texmf-dist|tex|latex/gincltex|gincltex.sty|0.007
texmf-dist|fonts|tfm/public/cm|cmssq8.tfm|0.007
texmf-dist|tex|latex/ctex|ctexhook.sty|0.007
texmf-dist|fonts|tfm/public/bera|fver8t.tfm|0.007
texmf-dist|fonts|tfm/public/concmath-fonts|xccsy8.tfm|0.007
texmf-dist|fonts|tfm/adobe/ly1|ptmb8y.tfm|0.007
texmf-dist|fonts|tfm/bitstrea/charter|bchro7t.tfm|0.007
texmf-dist|fonts|tfm/adobe/ly1|ptmr8y.tfm|0.007
texmf-dist|fonts|tfm/public/cmll|cmllbx10.tfm|0.007
texmf-dist|tex|latex/beamer|beamerbaseauxtemplates.sty|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathtt.tfm|0.007
texmf-dist|tex|latex/beamer|beamerbaseoverlay.sty|0.007
texmf-dist|tex|latex/vruler|vruler.sty|0.007
texmf-dist|fonts|tfm/public/tipa|xipab10.tfm|0.007
texmf-dist|tex|latex/stix|ls2stix.fd|0.007
texmf-dist|tex|latex/svn|svn.sty|0.007
texmf-dist|fonts|vf/public/bera|fveb8t.vf|0.007
texmf-dist|tex|latex/stix|ls1stixscr.fd|0.007
texmf-dist|fonts|vf/adobe/palatino|pplr9c.vf|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathrm-bold.tfm|0.007
texmf-dist|tex|latex/beamer|beamerbasenotes.sty|0.007
texmf-dist|fonts|tfm/public/cmbright|cmbrbs8.tfm|0.007
texmf-dist|fonts|tfm/public/concrete|ccr7.tfm|0.007
texmf-dist|tex|latex/easy|easyvector.sty|0.007
texmf-dist|fonts|tfm/public/amsfonts/cyrillic|wncyss10.tfm|0.007
texmf-dist|tex|latex/beamer|beamerbaserequires.sty|0.007
texmf-dist|tex|latex/sauerj|optparams.sty|0.007
texmf-dist|fonts|tfm/public/lm|ec-lmss17.tfm|0.007
texmf-dist|tex|latex/stix|ls1stixfrak.fd|0.007
texmf-dist|tex|generic/ctex|zhfandolfonts.tex|0.007
texmf-dist|tex|latex/tkz-euclide|tkz-obj-protractor.tex|0.007
texmf-dist|tex|latex/stix|ls2stixcal.fd|0.007
texmf-dist|tex|latex/stix|ls1stix.fd|0.007
texmf-dist|tex|latex/tkz-tab|tkz-tab.sty|0.007
texmf-dist|fonts|tfm/mathdesign/mdbch|mdbchbi7m.tfm|0.007
texmf-dist|fonts|vf/public/ae|aer5.vf|0.007
texmf-dist|tex|context/base|colo-rgb.tex|0.007
texmf-dist|tex|latex/beamer/themes/outer|beamerouterthemedefault.sty|0.007
texmf-dist|fonts|tfm/public/pl|plmi10.tfm|0.007
texmf-dist|fonts|tfm/public/cbfonts|grmn0900.tfm|0.007
texmf-dist|tex|latex/clock|clock.sty|0.007
texmf-dist|fonts|tfm/public/pxfonts|rpxpplbi.tfm|0.007
texmf-dist|fonts|type1/public/lm|lmbx5.pfb|0.007
texmf-dist|tex|latex/cmbright|cmbright.sty|0.007
texmf-dist|fonts|tfm/public/mflogo|logo10.tfm|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathex.tfm|0.007
texmf-dist|tex|latex/ifsym|uifgeo.fd|0.007
texmf-dist|tex|latex/tkz-euclide|tkz-obj-angles.tex|0.007
texmf-dist|fonts|tfm/public/tipa|tipabx10.tfm|0.007
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshapes.gates.logic.US.code.tex|0.007
texmf-dist|tex|latex/ctex|ctexspa.def|0.007
texmf-dist|tex|latex/cmbright|omscmbrs.fd|0.007
texmf-dist|fonts|tfm/public/bera|fvmb8r.tfm|0.007
texmf-dist|fonts|tfm/public/pl|plmi12.tfm|0.007
texmf-dist|tex|latex/mdwtools|syntax.sty|0.007
texmf-dist|fonts|tfm/public/lm|ec-lmsso12.tfm|0.007
texmf-dist|fonts|tfm/public/ae|aessi10.tfm|0.007
texmf-dist|fonts|tfm/adobe/palatino|zppler7m.tfm|0.007
texmf-dist|tex|latex/clock|clock.tex|0.007
texmf-dist|fonts|tfm/jknappen/ec|ecbl1200.tfm|0.007
texmf-dist|fonts|tfm/public/concmath-fonts|xccmi5.tfm|0.007
texmf-dist|tex|latex/stix|t1stix.fd|0.007
texmf-dist|fonts|type1/public/cm-super|sfsx2074.pfb|0.007
texmf-dist|fonts|tfm/public/cmbright|cmbras10.tfm|0.007
texmf-dist|tex|latex/psnfss|omxzpple.fd|0.007
texmf-dist|tex|latex/srcltx|srctex.sty|0.007
texmf-dist|fonts|tfm/public/eulervm|zeurb10.tfm|0.007
texmf-dist|tex|latex/svninfo|svninfo.sty|0.007
texmf-dist|fonts|type1/public/txfonts|rtxbsc.pfb|0.007
texmf-dist|tex|latex/lgreek|LGcmr.fd|0.007
texmf-dist|fonts|tfm/mathdesign/mdbch|mdbchb7v.tfm|0.007
texmf-dist|tex|latex/concmath|omlccm.fd|0.007
texmf-dist|tex|latex/psnfss|ot1zpple.fd|0.007
texmf-dist|fonts|enc/dvips/arev|arevoms.enc|0.007
texmf-dist|fonts|vf/adobe/courier|pcrr8c.vf|0.007
texmf-dist|fonts|tfm/public/cmbright|cmbrsy10.tfm|0.007
texmf-dist|tex|latex/ctex/config|ctexopts.cfg|0.007
texmf-dist|tex|latex/tkz-euclide|tkz-obj-arcs.tex|0.007
texmf-dist|fonts|tfm/adobe/palatino|pplri8c.tfm|0.007
texmf-dist|tex|latex/beamer/multimedia|xmpmulti.sty|0.007
texmf-dist|tex|latex/beamer|beamerbasemodes.sty|0.007
texmf-dist|tex|generic/oberdiek|mleftright.sty|0.007
texmf-dist|fonts|tfm/jknappen/ec|ecsx0500.tfm|0.007
texmf-dist|fonts|tfm/public/cs|cstt8.tfm|0.007
texmf-dist|fonts|vf/public/ae|aesl10.vf|0.007
texmf-dist|tex|latex/zhnumber|zhnumber.sty|0.007
texmf-dist|tex|latex/stix|ls1stixsf.fd|0.007
texmf-dist|tex|latex/ctex/config|ctex.cfg|0.007
texmf-dist|doc|latex/paper|local.tex|0.007
texmf-dist|fonts|vf/public/bera|fvero8t.vf|0.007
texmf-dist|fonts|tfm/public/concmath-fonts|xccmi8.tfm|0.007
texmf-dist|fonts|type1/public/cm-super|sfsi1200.pfb|0.007
texmf-dist|fonts|tfm/zhmetrics/gbksong|gbksong29.tfm|0.007
texmf-dist|fonts|tfm/adobe/palatino|zppler7v.tfm|0.007
texmf-dist|fonts|type1/public/amsfonts/cyrillic|wncyr10.pfb|0.007
texmf-dist|tex|generic/pgf/libraries/shapes/circuits|pgflibraryshapes.gates.logic.code.tex|0.007
texmf-dist|fonts|tfm/public/cmbright|cmbrmi10.tfm|0.007
texmf-dist|tex|generic/genmisc|default.sty|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathrm.tfm|0.007
texmf-dist|tex|latex/preprint|figcaps.sty|0.007
texmf-dist|tex|latex/bosisio|graphfig.sty|0.007
texmf-dist|tex|latex/iso10303|bpfats3.tex|0.007
texmf-dist|fonts|tfm/public/bera|fveb8r.tfm|0.007
texmf-dist|tex|latex/ulsy|ulsy.sty|0.007
texmf-dist|tex|latex/bera|t1fvs.fd|0.007
texmf-dist|fonts|tfm/public/eulervm|zeusb10.tfm|0.007
texmf-dist|tex|latex/datatool|datatool.sty|0.007
texmf-dist|tex|latex/cellspace|cellspace.sty|0.007
texmf-dist|fonts|tfm/public/kpfonts|jkpmn7t.tfm|0.007
texmf-dist|fonts|tfm/public/lm|ts1-lmr6.tfm|0.007
texmf-dist|fonts|tfm/bitstrea/charter|bchbi7t.tfm|0.007
texmf-dist|fonts|tfm/adobe/palatino|zppler7t.tfm|0.007
texmf-dist|fonts|tfm/public/cmbright|cmbras8.tfm|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputri7m.tfm|0.007
texmf-dist|tex|latex/beamer|beamerbasetwoscreens.sty|0.007
texmf-dist|fonts|enc/dvips/tex-gyre|q-ec.enc|0.007
texmf-dist|tex|latex/beamer|beamerbasenavigation.sty|0.007
texmf-dist|fonts|tfm/public/stix|t1-stixgeneral.tfm|0.007
texmf-dist|tex|latex/ltablex|ltablex.sty|0.007
texmf-dist|tex|latex/forloop|forloop.sty|0.007
texmf-dist|source|latex/hyperref/test|testbib.tex|0.007
texmf-dist|tex|latex/psnfss|omszpple.fd|0.007
texmf-dist|tex|latex/cjkpunct|CJKpunct.spa|0.007
texmf-dist|doc|latex/biblatex/examples|02-annotations.tex|0.007
texmf-dist|fonts|tfm/public/cmbright|cmbrsy8.tfm|0.007
texmf-dist|fonts|tfm/vntex/vnr|vnti8.tfm|0.007
texmf-dist|fonts|tfm/public/stix|t1-stixgeneral-bold.tfm|0.007
texmf-dist|tex|latex/biblatex|blx-natbib.def|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathscr.tfm|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputr7m.tfm|0.007
texmf-dist|fonts|type1/public/arev|ArevSans-Roman.pfb|0.007
texmf-dist|fonts|tfm/public/concmath-fonts|xccsy6.tfm|0.007
texmf-dist|fonts|type1/public/tex-gyre|qplr.pfb|0.007
texmf-dist|tex|latex/bbm-macros|ubbmtt.fd|0.007
texmf-dist|doc|latex/dialogl|animals2.tex|0.007
texmf-dist|tex|latex/mfnfss|uyfrak.fd|0.007
texmf-dist|fonts|vf/public/txfonts|txmi1.vf|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathsf.tfm|0.007
texmf-dist|tex|latex/pst-eucl|pst-eucl.sty|0.007
texmf-dist|tex|latex/preprint|sublabel.sty|0.007
texmf-dist|fonts|tfm/public/stix|t1-stixgeneral-italic.tfm|0.007
texmf-dist|tex|latex/newtx|ts1ntxrx.fd|0.007
texmf-dist|fonts|tfm/public/bera|fvero8r.tfm|0.007
texmf-dist|tex|latex/beamer|beamerbasetoc.sty|0.007
texmf-dist|tex|latex/psnfss|omlzpple.fd|0.007
texmf-dist|fonts|tfm/public/pl|plsy8.tfm|0.007
texmf-dist|tex|latex/beamer|beamerbasethemes.sty|0.007
texmf-dist|tex|latex/ctex/engine|ctex-engine-pdftex.def|0.007
texmf-dist|fonts|vf/adobe/times|ptmbo7t.vf|0.007
texmf-dist|tex|latex/bigfoot|bigfoot.sty|0.007
texmf-dist|tex|latex/tkz-euclide|tkz-obj-vectors.tex|0.007
texmf-dist|fonts|type1/public/lm|lmsso10.pfb|0.007
texmf-dist|fonts|tfm/public/doublestroke|dsss12.tfm|0.007
texmf-dist|fonts|tfm/public/bera|fvero8t.tfm|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdput|mdputrma.tfm|0.007
texmf-dist|tex|generic/pst-eucl|pst-eucl.tex|0.007
texmf-dist|fonts|type1/public/bbold-type1|bbold5.pfb|0.007
texmf-dist|tex|latex/beamer|beamerbasetemplates.sty|0.007
texmf-dist|fonts|tfm/public/mathdesign/mdbch|mdbchbi7m.tfm|0.007
texmf-dist|fonts|tfm/public/bera|fveb8t.tfm|0.007
texmf-dist|fonts|type1/public/pl|plr8.pfb|0.007
texmf-dist|tex|latex/bera|t1fve.fd|0.007
texmf-dist|tex|latex/beamer|beamerbaseframe.sty|0.007
texmf-dist|tex|latex/beamer|beamer.cls|0.007
texmf-dist|fonts|type1/public/wasy|wasy9.pfb|0.007
texmf-dist|fonts|tfm/public/stix|stix-mathbb.tfm|0.007
texmf-dist|fonts|vf/adobe/times|ptmb.vf|0.005
texmf-dist|fonts|tfm/public/bbm|bbmtt10.tfm|0.005
texmf-dist|tex|latex/cjk/texinput/UTF8|UTF8.chr|0.005
texmf-dist|fonts|tfm/adobe/utopia|putb7t.tfm|0.005
texmf-dist|fonts|tfm/adobe/times|ptmb8c.tfm|0.005
texmf-dist|fonts|tfm/public/eulervm|zeurb7.tfm|0.005
texmf-dist|source|latex/koma-script/doc/english|scrdatetime.tex|0.005
texmf-dist|fonts|tfm/public/txfonts|t1xbsc.tfm|0.005
texmf-dist|tex|latex/siunitx/config|siunitx-binary.cfg|0.005
texmf-dist|tex|latex/hvfloat|hvfloat.sty|0.005
texmf-dist|tex|latex/base|bk12.clo|0.005
texmf-dist|fonts|tfm/adobe/palatino|pplrc9t.tfm|0.005
texmf-dist|fonts|vf/adobe/palatino|pplbc8t.vf|0.005
texmf-dist|fonts|vf/adobe/ncntrsbk|pncri8t.vf|0.005
texmf-dist|tex|latex/ly1|ly1ptm.fd|0.005
texmf-dist|tex|latex/newunicodechar|newunicodechar.sty|0.005
texmf-dist|doc|latex/eskdx/test|numbering.tex|0.005
texmf-dist|tex|latex/asymptote|asymptote.sty|0.005
texmf-dist|fonts|type1/public/cm-super|sfsi0800.pfb|0.005
texmf-dist|tex|latex/pigpen|pigpen.tex|0.005
texmf-dist|tex|latex/sgame|sgamevar.sty|0.005
texmf-dist|fonts|tfm/public/pl|pltt9.tfm|0.005
texmf-dist|tex|latex/altfont|psfont.sty|0.005
texmf-dist|fonts|tfm/public/bera|fvsb8r.tfm|0.005
texmf-dist|fonts|tfm/public/pl|plmi5.tfm|0.005
texmf-dist|fonts|tfm/jknappen/ec|ecsi1440.tfm|0.005
texmf-dist|tex|latex/tipa|extraipa.sty|0.005
texmf-dist|tex|latex/cyrillic|koi8-r.def|0.005
texmf-dist|tex|latex/cslatex|il2enc.def|0.005
texmf-dist|tex|latex/beamer/art|beamericonbook.eps|0.005
texmf-dist|fonts|tfm/public/bera|fvsr8t.tfm|0.005
texmf-dist|fonts|tfm/public/lm|ec-lmro12.tfm|0.005
texmf-dist|fonts|tfm/jknappen/ec|tctt0800.tfm|0.005
texmf-dist|fonts|type1/public/cm-super|sfrm2488.pfb|0.005
texmf-dist|tex|latex/dashrule|dashrule.sty|0.005
texmf-dist|fonts|tfm/adobe/helvetic|phvbo8r.tfm|0.005
texmf-dist|doc|fonts/malayalam/article|mmfuture.tex|0.005
texmf-dist|tex|latex/oberdiek|atenddvi.sty|0.005
texmf-dist|fonts|tfm/public/newtx|ntxbexa.tfm|0.005
texmf-dist|tex|latex/threeparttablex|threeparttablex.sty|0.005
texmf-dist|fonts|vf/adobe/palatino|pplb9t.vf|0.005
texmf-dist|fonts|tfm/adobe/bookman|pbkl8t.tfm|0.005
texmf-dist|fonts|tfm/public/feyn|feyn11.tfm|0.005
texmf-dist|tex|latex/oberdiek|zref-lastpage.sty|0.005
texmf-dist|fonts|tfm/public/pl|pltt10.tfm|0.005
texmf-dist|tex|generic/ofs|allfonts.sty|0.005
texmf-dist|fonts|type1/urw/helvetic|uhvbo8a.pfb|0.005
texmf-dist|tex|latex/eqname|eqname.sty|0.005
texmf-dist|tex|latex/rccol|rccol.sty|0.005
texmf-dist|tex|generic/variations|variations.tex|0.005
texmf-dist|tex|latex/ly1|ly1enc.def|0.005
texmf-dist|fonts|vf/adobe/ncntrsbk|pncb8t.vf|0.005
texmf-dist|tex|latex/base|t1cmr.fd|0.005
texmf-dist|fonts|type1/public/cm-super|sfit1200.pfb|0.005
texmf-dist|fonts|tfm/public/gothic|yswab.tfm|0.005
texmf-dist|tex|latex/beamer/art|beamericonbook.20.eps|0.005
texmf-dist|fonts|tfm/public/bera|fver8c.tfm|0.005
texmf-dist|fonts|type1/public/cm-super|sfbx0600.pfb|0.005
texmf-dist|tex|latex/bera|ts1fve.fd|0.005
texmf-dist|fonts|type1/public/cm-super|sfxc1000.pfb|0.005
texmf-dist|fonts|tfm/adobe/helvetic|phvrc8t.tfm|0.005
texmf-dist|fonts|type1/public/cm-super|sfbx0500.pfb|0.005
texmf-dist|fonts|type1/public/mathabx-type1|mathb8.pfb|0.005
texmf-dist|tex|latex/listing|listing.sty|0.005
texmf-dist|doc|generic/tex-ps/cmyk-hax|rules.tex|0.005
texmf-dist|doc|bibtex/abstyles|docmac.tex|0.005
texmf-dist|tex|latex/mathdesign/mdugm|omsmdugm.fd|0.005
texmf-dist|fonts|vf/public/fouriernc|fncmii.vf|0.005
