Manuscript date|First main dir|Second main dir|The rest of main dirs|Filename|Use count (%)
2015|texmf-dist|tex|generic/pgf/math|pgfmathfunctions.round.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmathcalc.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmathfunctions.trigonometric.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmathfunctions.basic.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmathfunctions.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/utilities|pgfutil-common-lists.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmathfunctions.base.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmath.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmathfloat.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmathutil.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmathparser.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmathfunctions.integerarithmetics.code.tex|1.730
2015|texmf-dist|tex|generic/pgf/math|pgfmathfunctions.comparison.code.tex|1.730
2014|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy6.pfb|1.728
2012|texmf-dist|tex|generic/oberdiek|atbegshi.sty|1.727
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy7.pfb|1.716
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmex10.pfb|1.716
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi8.pfb|1.715
2015|texmf-dist|tex|generic/pgf/utilities|pgffor.code.tex|1.713
2011|texmf-dist|tex|latex/geometry|geometry.sty|1.712
2012|texmf-dist|tex|generic/oberdiek|bigintcalc.sty|1.711
2012|texmf-dist|tex|generic/oberdiek|bitset.sty|1.711
2012|texmf-dist|tex|generic/oberdiek|intcalc.sty|1.711
2012|texmf-dist|tex|latex/oberdiek|xcolor-patch.sty|1.709
2012|texmf-dist|tex|latex/oberdiek|hycolor.sty|1.709
2012|texmf-dist|tex|latex/oberdiek|letltxmacro.sty|1.709
2012|texmf-dist|tex|latex/oberdiek|refcount.sty|1.709
2012|texmf-dist|tex|generic/oberdiek|pdfescape.sty|1.709
2016|texmf-dist|tex|latex/amsfonts|ueuf.fd|1.708
2013|texmf-dist|tex|latex/amsfonts|ueuf.fd|1.698
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmr6.pfb|1.696
2014|texmf-dist|fonts|tfm/public/cm|cmss8.tfm|1.693
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx12.pfb|1.690
2012|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib8.tfm|1.689
2012|texmf-dist|tex|latex/oberdiek|atveryend.sty|1.679
2012|texmf-dist|tex|generic/oberdiek|uniquecounter.sty|1.679
2015|texmf-dist|tex|latex/tools|enumerate.sty|1.675
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi10.pfb|1.671
2012|texmf-dist|tex|latex/base|size11.clo|1.670
2015|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm5.tfm|1.670
2012|texmf-dist|fonts|tfm/public/rsfs|rsfs10.tfm|1.668
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmr8.pfb|1.666
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi7.pfb|1.662
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmex10.pfb|1.659
2012|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy8.tfm|1.658
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmr8.pfb|1.656
2013|texmf-dist|tex|latex/graphics-cfg|graphics.cfg|1.656
2010|texmf-var|fonts|map/pdftex/updmap|pdftex.map|1.656
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy6.pfb|1.648
2016|texmf-dist|fonts|type1/public/amsfonts/symbols|msbm10.pfb|1.647
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy8.pfb|1.645
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx12.pfb|1.636
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi10.pfb|1.634
2010|texmf-dist|tex|latex/pdftex-def|pdftex.def|1.633
2010|texmf-dist|tex|context/base|supp-pdf.mkii|1.633
2012|texmf-dist|tex|latex/graphics-cfg|graphics.cfg|1.619
2013|texmf-dist|tex|latex/xcolor|xcolor.sty|1.617
2016|texmf-dist|tex|latex/tools|array.sty|1.611
2014|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm5.tfm|1.600
2013|texmf-dist|tex|latex/base|inputenc.sty|1.590
2014|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx12.pfb|1.588
2010|texmf-dist|fonts|tfm/public/cm|cmsl10.tfm|1.584
2011|texmf-dist|tex|latex/base|ifthen.sty|1.584
2015|texmf-dist|fonts|tfm/public/cm|cmss10.tfm|1.583
2010|texmf-dist|tex|latex/base|ifthen.sty|1.580
2016|texmf-dist|tex|latex/base|inputenc.sty|1.575
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx10.pfb|1.561
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx12.pfb|1.561
2011|texmf-dist|fonts|tfm/public/rsfs|rsfs10.tfm|1.561
2012|texmf-dist|tex|latex/geometry|geometry.sty|1.560
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi6.pfb|1.558
2016|texmf-dist|tex|latex/ms|everyshi.sty|1.556
2011|texmf-dist|tex|latex/hyperref|nameref.sty|1.554
2011|texmf-dist|tex|latex/hyperref|hyperref.sty|1.554
2011|texmf-dist|tex|latex/latexconfig|hyperref.cfg|1.554
2011|texmf-dist|tex|latex/hyperref|pd1enc.def|1.554
2011|texmf-dist|tex|generic/oberdiek|gettitlestring.sty|1.554
2011|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm10.tfm|1.552
2016|texmf-dist|tex|latex/pgf/utilities|pgfrcs.sty|1.550
2016|texmf-dist|tex|generic/pgf/utilities|pgfutil-latex.def|1.550
2016|texmf-dist|tex|generic/pgf/utilities|pgfrcs.code.tex|1.550
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreobjects.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcorequick.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreshade.code.tex|1.546
2013|texmf-dist|fonts|type1/public/amsfonts/cm|cmr12.pfb|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathprocessing.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcoretransformations.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreexternal.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/systemlayer|pgfsysprotocol.code.tex|1.546
2016|texmf-dist|tex|latex/pgf/systemlayer|pgfsys.sty|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcoregraphicstate.code.tex|1.546
2016|texmf-dist|tex|latex/pgf/basiclayer|pgfcore.sty|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathconstruct.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcorescopes.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcorearrows.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/systemlayer|pgf.cfg|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepatterns.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/systemlayer|pgfsyssoftpath.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreimage.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcorelayers.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepoints.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/systemlayer|pgfsys.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathusage.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcore.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/basiclayer|pgfcoretransparency.code.tex|1.546
2016|texmf-dist|tex|generic/pgf/modules|pgfmoduleplot.code.tex|1.542
2016|texmf-dist|tex|latex/pgf/basiclayer|pgf.sty|1.542
2016|texmf-dist|tex|latex/pgf/compatibility|pgfcomp-version-1-18.sty|1.542
2016|texmf-dist|tex|generic/pgf/modules|pgfmoduleshapes.code.tex|1.542
2016|texmf-dist|tex|latex/pgf/compatibility|pgfcomp-version-0-65.sty|1.541
2011|texmf-dist|tex|latex/oberdiek|rerunfilecheck.sty|1.527
2016|texmf-dist|tex|latex/pgf/utilities|pgfkeys.sty|1.524
2014|texmf-dist|tex|latex/tools|enumerate.sty|1.519
2011|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm7.tfm|1.516
2016|texmf-dist|tex|latex/pgf/math|pgfmath.sty|1.514
2016|texmf-dist|tex|latex/pgf/utilities|pgffor.sty|1.514
2016|texmf-dist|tex|generic/pgf/libraries|pgflibraryplothandlers.code.tex|1.509
2016|texmf-dist|tex|generic/pgf/modules|pgfmodulematrix.code.tex|1.509
2016|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarytopaths.code.tex|1.509
2016|texmf-dist|tex|generic/pgf/frontendlayer/tikz|tikz.code.tex|1.509
2016|texmf-dist|tex|latex/pgf/frontendlayer|tikz.sty|1.509
2013|texmf-dist|tex|latex/tools|array.sty|1.508
2014|texmf-dist|fonts|type1/public/amsfonts/symbols|msbm10.pfb|1.508
2013|texmf-dist|fonts|tfm/public/latex-fonts|lasy9.tfm|1.505
2013|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm5.tfm|1.504
2011|texmf-dist|fonts|tfm/public/rsfs|rsfs5.tfm|1.495
2012|texmf-dist|fonts|tfm/public/rsfs|rsfs5.tfm|1.495
2015|texmf-dist|tex|latex/float|float.sty|1.484
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi8.pfb|1.481
2016|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm5.tfm|1.475
2011|texmf-dist|tex|latex/jknapltx|ursfs.fd|1.475
2011|texmf-dist|tex|latex/jknapltx|mathrsfs.sty|1.475
2012|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm10.tfm|1.474
2012|texmf-dist|tex|latex/jknapltx|ursfs.fd|1.467
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmr7.pfb|1.466
2012|texmf-dist|tex|latex/jknapltx|mathrsfs.sty|1.463
2016|texmf-dist|tex|latex/tools|enumerate.sty|1.458
2010|texmf-dist|tex|latex/graphics-cfg|graphics.cfg|1.456
2010|texmf-dist|tex|latex/geometry|geometry.sty|1.455
2012|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm7.tfm|1.455
2011|texmf-dist|tex|latex/amsfonts|ueuf.fd|1.455
2016|texmf-dist|tex|latex/amsmath|amscd.sty|1.454
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmr6.pfb|1.454
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi8.pfb|1.446
2014|texmf-dist|tex|latex/txfonts|txfonts.sty|1.446
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx12.pfb|1.444
2014|texmf-dist|tex|latex/txfonts|omxtxex.fd|1.443
2014|texmf-dist|tex|latex/txfonts|omltxmi.fd|1.443
2014|texmf-dist|tex|latex/txfonts|utxexa.fd|1.443
2014|texmf-dist|tex|latex/txfonts|utxsyc.fd|1.442
2014|texmf-dist|fonts|tfm/public/txfonts|txexa.tfm|1.442
2014|texmf-dist|tex|latex/txfonts|utxmia.fd|1.442
2014|texmf-dist|fonts|tfm/public/txfonts|txsyc.tfm|1.442
2014|texmf-dist|fonts|tfm/public/txfonts|txmia.tfm|1.440
2014|texmf-dist|tex|latex/txfonts|omstxsy.fd|1.436
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy8.pfb|1.435
2011|texmf-dist|fonts|tfm/public/cm|cmsl10.tfm|1.433
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmr6.pfb|1.432
2015|texmf-dist|tex|latex/ms|everyshi.sty|1.432
2014|texmf-dist|fonts|tfm/public/latex-fonts|lasy9.tfm|1.432
2013|texmf-dist|tex|latex/tools|enumerate.sty|1.431
2015|texmf-dist|tex|latex/pgf/basiclayer|pgfcore.sty|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcorescopes.code.tex|1.428
2015|texmf-dist|tex|latex/pgf/utilities|pgfrcs.sty|1.428
2015|texmf-dist|tex|latex/pgf/systemlayer|pgfsys.sty|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcoretransparency.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/utilities|pgfutil-latex.def|1.428
2015|texmf-dist|tex|latex/pgf/compatibility|pgfcomp-version-1-18.sty|1.428
2015|texmf-dist|tex|latex/pgf/basiclayer|pgf.sty|1.428
2015|texmf-dist|tex|generic/pgf/utilities|pgfrcs.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/systemlayer|pgfsys.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathprocessing.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreimage.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/systemlayer|pgfsyssoftpath.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreshade.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/modules|pgfmoduleplot.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/systemlayer|pgf.cfg|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreobjects.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepoints.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreexternal.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcoretransformations.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/systemlayer|pgfsysprotocol.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcorelayers.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathusage.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcore.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcoregraphicstate.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcorequick.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepatterns.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathconstruct.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/basiclayer|pgfcorearrows.code.tex|1.428
2015|texmf-dist|tex|generic/pgf/modules|pgfmoduleshapes.code.tex|1.428
2014|texmf-dist|tex|latex/txfonts|ot1txr.fd|1.427
2015|texmf-dist|tex|latex/pgf/compatibility|pgfcomp-version-0-65.sty|1.427
2011|texmf-dist|tex|generic/oberdiek|atbegshi.sty|1.427
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy8.pfb|1.425
2014|texmf-dist|fonts|tfm/public/txfonts|txi.tfm|1.422
2016|texmf-dist|fonts|tfm/public/cm|cmss8.tfm|1.417
2015|texmf-dist|tex|latex/pgf/utilities|pgfkeys.sty|1.414
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmti10.pfb|1.413
2011|texmf-dist|tex|generic/oberdiek|intcalc.sty|1.413
2011|texmf-dist|tex|generic/oberdiek|bigintcalc.sty|1.413
2015|texmf-dist|tex|latex/pgf/frontendlayer|tikz.sty|1.412
2015|texmf-dist|tex|generic/pgf/libraries|pgflibraryplothandlers.code.tex|1.412
2015|texmf-dist|tex|generic/pgf/modules|pgfmodulematrix.code.tex|1.412
2015|texmf-dist|tex|generic/pgf/frontendlayer/tikz|tikz.code.tex|1.412
2015|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarytopaths.code.tex|1.412
2014|texmf-dist|fonts|tfm/public/txfonts|txr.tfm|1.412
2011|texmf-dist|tex|latex/oberdiek|refcount.sty|1.412
2015|texmf-dist|tex|latex/pgf/math|pgfmath.sty|1.412
2015|texmf-dist|tex|latex/pgf/utilities|pgffor.sty|1.412
2011|texmf-dist|tex|generic/oberdiek|bitset.sty|1.409
2011|texmf-dist|tex|latex/oberdiek|hycolor.sty|1.409
2011|texmf-dist|tex|latex/oberdiek|letltxmacro.sty|1.409
2011|texmf-dist|tex|latex/oberdiek|xcolor-patch.sty|1.409
2011|texmf-dist|tex|generic/oberdiek|pdfescape.sty|1.409
2014|texmf-dist|fonts|tfm/public/txfonts|txsy.tfm|1.408
2014|texmf-dist|fonts|tfm/public/txfonts|txex.tfm|1.406
2015|texmf-dist|tex|latex/tools|verbatim.sty|1.403
2014|texmf-dist|fonts|tfm/public/txfonts|txmi.tfm|1.401
2014|texmf-dist|fonts|tfm/public/cm|cmss10.tfm|1.398
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy6.pfb|1.390
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy7.pfb|1.386
2011|texmf-dist|tex|latex/oberdiek|atveryend.sty|1.386
2011|texmf-dist|tex|generic/oberdiek|uniquecounter.sty|1.384
2015|texmf-dist|fonts|tfm/public/latex-fonts|lasy9.tfm|1.383
2015|texmf-dist|tex|generic/xypic|xyrecat.tex|1.376
2015|texmf-dist|fonts|tfm/public/xypic|xycirc10.tfm|1.376
2015|texmf-dist|tex|generic/xypic|xyidioms.tex|1.376
2015|texmf-dist|fonts|tfm/public/xypic|xybsql10.tfm|1.376
2015|texmf-dist|fonts|tfm/public/xypic|xybtip10.tfm|1.376
2015|texmf-dist|fonts|tfm/public/xypic|xyatip10.tfm|1.376
2015|texmf-dist|fonts|tfm/public/xypic|xydash10.tfm|1.376
2015|texmf-dist|tex|generic/xypic|xy.tex|1.376
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx10.pfb|1.371
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi6.pfb|1.370
2014|texmf-dist|tex|latex/tools|bm.sty|1.365
2016|texmf-dist|tex|latex/hyperref|hpdftex.def|1.363
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx12.pfb|1.361
2015|texmf-dist|tex|generic/xypic|xyarrow.tex|1.360
2014|texmf-dist|fonts|tfm/public/txfonts|txb.tfm|1.359
2014|texmf-dist|tex|latex/float|float.sty|1.359
2012|texmf-dist|tex|latex/amsfonts|ueuf.fd|1.359
2013|texmf-dist|fonts|type1/public/amsfonts/symbols|msbm10.pfb|1.357
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi7.pfb|1.357
2012|texmf-dist|tex|latex/hyperref|hdvips.def|1.350
2012|texmf-dist|tex|latex/hyperref|pdfmark.def|1.350
2014|texmf-dist|tex|latex/tools|verbatim.sty|1.350
2010|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm10.tfm|1.349
2013|texmf-dist|fonts|tfm/public/cm|cmss8.tfm|1.346
2014|texmf-dist|tex|latex/subfigure|subfigure.sty|1.346
2011|texmf-dist|fonts|tfm/public/latex-fonts|lasy9.tfm|1.346
2015|texmf-dist|tex|generic/xypic|xymatrix.tex|1.344
2014|texmf-dist|tex|latex/subfigure|subfigure.cfg|1.338
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx10.pfb|1.336
2016|texmf-dist|tex|latex/tools|bm.sty|1.334
2013|texmf-dist|tex|latex/tools|bm.sty|1.333
2010|texmf-dist|fonts|tfm/public/latex-fonts|lasy9.tfm|1.327
2011|texmf-dist|tex|latex/amsmath|amscd.sty|1.319
2015|texmf-dist|tex|latex/tools|bm.sty|1.317
2013|texmf-dist|tex|latex/tools|verbatim.sty|1.315
2010|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm7.tfm|1.314
2015|texmf-dist|tex|latex/caption|caption3.sty|1.307
2013|texmf-dist|tex|latex/subfigure|subfigure.sty|1.306
2013|texmf-dist|fonts|tfm/public/cm|cmtt9.tfm|1.303
2013|texmf-dist|tex|latex/subfigure|subfigure.cfg|1.300
2012|texmf-dist|fonts|tfm/public/rsfs|rsfs7.tfm|1.295
2016|texmf-dist|tex|latex/float|float.sty|1.293
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi12.pfb|1.285
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi6.pfb|1.285
2015|texmf-dist|tex|generic/xypic|xy.sty|1.284
2015|texmf-dist|tex|generic/babel|babel.def|1.283
2015|texmf-dist|tex|generic/babel|babel.sty|1.283
2014|texmf-dist|fonts|tfm/public/xypic|xybsql10.tfm|1.281
2014|texmf-dist|tex|generic/xypic|xyidioms.tex|1.281
2014|texmf-dist|fonts|tfm/public/xypic|xydash10.tfm|1.281
2014|texmf-dist|fonts|tfm/public/xypic|xyatip10.tfm|1.281
2014|texmf-dist|fonts|tfm/public/xypic|xybtip10.tfm|1.281
2014|texmf-dist|fonts|tfm/public/xypic|xycirc10.tfm|1.281
2014|texmf-dist|tex|generic/xypic|xyrecat.tex|1.281
2014|texmf-dist|tex|generic/xypic|xy.tex|1.281
2012|texmf-dist|tex|latex/tools|array.sty|1.281
2015|texmf-dist|tex|generic/xypic|xycurve.tex|1.280
2012|texmf-dist|fonts|tfm/public/latex-fonts|lasy9.tfm|1.280
2015|texmf-dist|tex|generic/xypic|xyframe.tex|1.277
2013|texmf-dist|tex|latex/graphics-def|dvips.def|1.274
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmr5.pfb|1.272
2014|texmf-dist|tex|generic/xypic|xyarrow.tex|1.270
2016|texmf-dist|tex|latex/caption|caption3.sty|1.270
2014|texmf-dist|tex|generic/babel|babel.sty|1.269
2015|texmf-dist|tex|latex/multirow|multirow.sty|1.269
2014|texmf-dist|tex|generic/babel|babel.def|1.269
2016|texmf-dist|tex|latex/base|size11.clo|1.268
2012|texmf-dist|tex|latex/amsmath|amscd.sty|1.266
2011|texmf-dist|fonts|tfm/public/rsfs|rsfs7.tfm|1.266
2015|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi5.pfb|1.262
2014|texmf-dist|tex|generic/xypic|xymatrix.tex|1.259
2016|texmf-dist|tex|generic/babel|babel.sty|1.258
2016|texmf-dist|tex|generic/babel|babel.def|1.258
2013|texmf-dist|tex|generic/babel|babel.def|1.255
2013|texmf-dist|tex|generic/babel|babel.sty|1.255
2010|texmf-dist|tex|latex/amsfonts|ueuf.fd|1.254
2011|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm5.tfm|1.251
2015|texmf-dist|tex|generic/babel-english|english.ldf|1.243
2015|texmf-dist|tex|latex/subfigure|subfigure.sty|1.242
2015|texmf-dist|tex|latex/hyperref|hpdftex.def|1.242
2012|texmf-dist|tex|latex/graphics-def|dvips.def|1.240
2016|texmf-dist|tex|latex/tools|verbatim.sty|1.239
2015|texmf-dist|tex|latex/subfigure|subfigure.cfg|1.238
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmr5.pfb|1.235
2016|texmf-dist|tex|generic/babel-english|english.ldf|1.234
2015|texmf-dist|fonts|type1/public/amsfonts/symbols|msam10.pfb|1.234
2016|texmf-dist|fonts|tfm/public/xypic|xyatip10.tfm|1.231
2016|texmf-dist|tex|generic/xypic|xyrecat.tex|1.231
2016|texmf-dist|fonts|tfm/public/xypic|xybtip10.tfm|1.231
2016|texmf-dist|tex|generic/xypic|xy.tex|1.231
2016|texmf-dist|fonts|tfm/public/xypic|xybsql10.tfm|1.231
2016|texmf-dist|fonts|tfm/public/xypic|xydash10.tfm|1.231
2016|texmf-dist|fonts|tfm/public/xypic|xycirc10.tfm|1.231
2016|texmf-dist|tex|generic/xypic|xyidioms.tex|1.231
2010|texmf-dist|fonts|tfm/public/rsfs|rsfs10.tfm|1.227
2015|texmf-dist|fonts|tfm/public/xypic|xyluat10.tfm|1.224
2015|texmf-dist|fonts|tfm/public/xypic|xycmbt10.tfm|1.224
2015|texmf-dist|tex|generic/xypic|xytips.tex|1.224
2016|texmf-dist|tex|generic/xypic|xyarrow.tex|1.224
2015|texmf-dist|fonts|tfm/public/xypic|xylubt10.tfm|1.224
2015|texmf-dist|fonts|tfm/public/xypic|xycmat10.tfm|1.224
2013|texmf-dist|fonts|tfm/public/cm|cmsl10.tfm|1.220
2011|texmf-dist|tex|latex/graphics-cfg|graphics.cfg|1.217
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmr7.pfb|1.216
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi5.pfb|1.213
2011|texmf-dist|tex|latex/tools|array.sty|1.212
2013|texmf-dist|tex|latex/float|float.sty|1.211
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmti10.pfb|1.209
2016|texmf-dist|tex|generic/xypic|xymatrix.tex|1.206
2011|texmf-dist|tex|latex/base|inputenc.sty|1.206
2015|texmf-dist|tex|generic/xypic|xycmtip.tex|1.205
2012|texmf-dist|fonts|type1/public/amsfonts/cm|cmr12.pfb|1.204
2013|texmf-dist|fonts|tfm/public/cm|cmss10.tfm|1.202
2015|texmf-dist|fonts|tfm/public/cm|cmtt9.tfm|1.202
2014|texmf-dist|tex|generic/xypic|xyframe.tex|1.201
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy6.pfb|1.201
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmr12.pfb|1.200
2015|texmf-dist|tex|generic/xypic|xygraph.tex|1.192
2012|texmf-dist|tex|latex/tools|bm.sty|1.190
2016|texmf-dist|tex|latex/lineno|lineno.sty|1.189
2013|texmf-dist|tex|latex/base|ts1enc.def|1.189
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmr12.pfb|1.189
2015|texmf-dist|tex|latex/caption|caption.sty|1.187
2015|texmf-dist|tex|generic/xypic|xyrotate.tex|1.186
2011|texmf-dist|fonts|tfm/public/cm|cmtt9.tfm|1.186
2015|texmf-dist|tex|generic/xypic|xyline.tex|1.185
2015|texmf-dist|tex|generic/xypic|xycolor.tex|1.181
2015|texmf-dist|tex|generic/xypic|xyall.tex|1.179
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmti10.pfb|1.179
2010|texmf-dist|tex|generic/ifxetex|ifxetex.sty|1.178
2010|texmf-dist|tex|latex/amsmath|amscd.sty|1.178
2016|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi12.pfb|1.178
2012|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm5.tfm|1.177
2014|texmf-dist|tex|generic/xypic|xy.sty|1.175
2010|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy6.pfb|1.175
2016|texmf-dist|tex|latex/tools|calc.sty|1.174
2012|texmf-dist|tex|latex/subfigure|subfigure.sty|1.167
2011|texmf-dist|tex|latex/tools|bm.sty|1.167
2012|texmf-dist|tex|latex/subfigure|subfigure.cfg|1.163
2011|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy7.pfb|1.159
2016|texmf-dist|tex|generic/xypic|xyframe.tex|1.159
2014|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi12.pfb|1.158
2012|texmf-dist|tex|latex/base|inputenc.sty|1.156
2014|texmf-dist|fonts|tfm/public/cm|cmtt9.tfm|1.153
2014|texmf-dist|tex|generic/xypic|xycurve.tex|1.152
2016|texmf-dist|fonts|tfm/public/latex-fonts|lasy9.tfm|1.152
2010|texmf-dist|fonts|tfm/public/rsfs|rsfs5.tfm|1.152
